起始时间,周期,网元名称,小区,QPSK调制方式的上行达到最大重传次数之后的仍然传输失败的TB数 (无),16QAM调制方式的上行达到最大重传次数之后的仍然传输失败的TB数 (无),64QAM调制方式的上行达到最大重传次数之后的仍然传输失败的TB数 (无),UL SCH传输信道上发送的采用QPSK的TB数 (无),UL SCH传输信道上发送的采用16QAM的TB数 (无),UL SCH传输信道上发送的采用64QAM的TB数 (无),QPSK调制方式的下行达到最大重传次数之后的仍然传输失败的TB数 (无),16QAM调制方式的下行达到最大重传次数之后的仍然传输失败的TB数 (无),64QAM调制方式的下行达到最大重传次数之后的仍然传输失败的TB数 (无),下行达到最大重传次数仍重传失败的切换命令的TB数 (无),下行达到最大重传次数仍重传失败的RRC CONN REL命令的TB数 (无),DL SCH传输信道上发送的采用QPSK的TB数 (无),DL SCH传输信道上发送的采用16QAM的TB数 (无),DL SCH传输信道上发送的采用64QAM的TB数 (无),小区QCI为1的DRB业务PDCP SDU上行丢弃的总包数 (包),小区QCI为1的DRB业务PDCP SDU上行期望收到的总包数 (包),小区QCI为1的DRB业务PDCP SDU下行空口丢弃的总包数 (包),小区QCI为1的DRB业务PDCP SDU下行空口发送的总包数 (包),QCI为1的业务PDCP层下行丢弃的业务SDU数 (包),小区QCI为1的DRB业务下行数据包处理总时延 (毫秒),PUSCH上检测到用户级别的RSRP为Index0的次数 (无),PUSCH上检测到用户级别的RSRP为Index1的次数 (无),PUSCH上检测到用户级别的RSRP为Index2的次数 (无),PUSCH上检测到用户级别的RSRP为Index3的次数 (无),PUSCH上检测到用户级别的RSRP为Index4的次数 (无),PUSCH上检测到用户级别的RSRP为Index5的次数 (无),PUSCH上检测到用户级别的RSRP为Index6的次数 (无),PUSCH上检测到用户级别的RSRP为Index7的次数 (无),PUSCH上检测到用户级别的RSRP为Index8的次数 (无),PUSCH上检测到用户级别的RSRP为Index9的次数 (无),PUSCH上检测到用户级别的RSRP为Index10的次数 (无),PUSCH上检测到用户级别的RSRP为Index11的次数 (无),PUSCH上检测到用户级别的RSRP为Index12的次数 (无),PUSCH上检测到用户级别的RSRP为Index13的次数 (无),PUSCH上检测到用户级别的RSRP为Index14的次数 (无),PUSCH上检测到用户级别的RSRP为Index15的次数 (无),PUSCH上检测到用户级别的RSRP为Index16的次数 (无),PUSCH上检测到用户级别的RSRP为Index17的次数 (无),PUSCH上检测到用户级别的RSRP为Index18的次数 (无),PUSCH上检测到用户级别的RSRP为Index19的次数 (无),PUSCH上检测到用户级别的RSRP为Index20的次数 (无),PUSCH上检测到用户级别的RSRP为Index21的次数 (无),PUSCH上检测到用户级别的RSRP为Index22的次数 (无),PUSCH上检测到用户级别的RSRP为Index23的次数 (无),系统上行每个PRB上检测到的干扰噪声的平均值 (毫瓦分贝),系统上行每个PRB上检测到的干扰噪声的最小值 (毫瓦分贝),系统上行每个PRB上检测到的干扰噪声的最大值 (毫瓦分贝),用户随机接入时TA值在区间0范围的接入次数 (无),用户随机接入时TA值在区间1范围的接入次数 (无),用户随机接入时TA值在区间2范围的接入次数 (无),用户随机接入时TA值在区间3范围的接入次数 (无),用户随机接入时TA值在区间4范围的接入次数 (无),用户随机接入时TA值在区间5范围的接入次数 (无),用户随机接入时TA值在区间6范围的接入次数 (无),用户随机接入时TA值在区间7范围的接入次数 (无),用户随机接入时TA值在区间8范围的接入次数 (无),用户随机接入时TA值在区间9范围的接入次数 (无),用户随机接入时TA值在区间10范围的接入次数 (无),用户随机接入时TA值在区间11范围的接入次数 (无)
02/12/2019 00:00:00,15,HZFL0578杭州华枫冷冻物流SDR,"eNodeB名称=HZFL0578杭州华枫冷冻物流SDR, 本地小区标识=2, 小区名称=HZFL0578杭州华枫冷冻物流SDR_21, eNodeB标识=790719, 小区双工模式=CELL_FDD, 小区标识=21",85,23,,9495,136597,0,157,28,3,63,7,34635,5158,867,0,0,0,0,0,0,265,130,178,198,173,148,73,58,50,54,84,94,256,875,879,3159,2211,4767,13633,4985,76,1,0,0,-115,-120,-90,0,3,104,11,17,0,0,0,0,0,0,0
02/12/2019 00:00:00,15,HZSFFL0197杭州西湖文化广场F区,"eNodeB名称=HZSFFL0197杭州西湖文化广场F区, 本地小区标识=2, 小区名称=HZSFFL0197杭州西湖文化广场F区_21, eNodeB标识=791756, 小区双工模式=CELL_FDD, 小区标识=21",0,3,,197,28175,0,59,26,3,0,40,2367,8108,2642,0,0,0,0,0,0,2179,530,234,54,10,4,2,0,0,3,6,19,17,20,129,73,315,1318,848,224,69,19,1,0,-119,-121,-96,50,6,0,0,0,0,0,0,0,0,0,0
02/12/2019 00:00:00,15,HZFL0831杭州三墩隧道指挥部,"eNodeB名称=HZFL0831杭州三墩隧道指挥部, 本地小区标识=3, 小区名称=HZFL0831杭州三墩隧道指挥部_31, eNodeB标识=791363, 小区双工模式=CELL_FDD, 小区标识=31",2014,143,,107278,488736,0,477,249,34,98,173,89638,180885,159963,0,0,0,0,0,0,784,324,288,253,211,199,206,266,509,1121,1558,1982,3159,5548,9299,12633,23943,30112,25787,10093,1018,293,105,8,-114,-120,-89,0,24,272,228,145,1,0,0,0,0,0,0
02/12/2019 00:00:00,15,HZFL1303杭州明月嘉苑三区,"eNodeB名称=HZFL1303杭州明月嘉苑三区, 本地小区标识=1, 小区名称=HZFL1303杭州明月嘉苑三区_11, eNodeB标识=792369, 小区双工模式=CELL_FDD, 小区标识=11",4463,442,,164757,518070,0,955,103,26,236,70,127608,84361,60910,0,0,0,0,0,0,984,454,477,428,362,337,370,732,1979,3302,3618,3456,2960,2533,2721,4257,15572,21724,12501,19901,4688,773,145,11,-106,-119,-78,8,346,651,238,0,0,0,0,0,0,0,0
02/12/2019 00:00:00,15,HZFL1202余杭区良诸镇郭家塘村,"eNodeB名称=HZFL1202余杭区良诸镇郭家塘村, 本地小区标识=2, 小区名称=HZFL1202余杭区良诸镇郭家塘村_21, eNodeB标识=792117, 小区双工模式=CELL_FDD, 小区标识=21",3500,61,,97478,140818,0,895,70,15,59,50,66147,22914,10064,0,0,0,0,0,0,1658,480,338,323,410,403,875,3218,3893,509,524,942,3089,2470,1291,1222,1568,2711,2290,2410,532,147,27,8,-118,-121,-90,2,158,210,1,1,14,0,0,0,0,0,0
02/12/2019 00:00:00,15,HZFL1138余杭临平顺达花苑东区,"eNodeB名称=HZFL1138余杭临平顺达花苑东区, 本地小区标识=1, 小区名称=HZFL1138余杭临平顺达花苑东区_11, eNodeB标识=792346, 小区双工模式=CELL_FDD, 小区标识=11",133,57,,10087,461327,0,129,67,210,3,64,56136,99831,205535,0,0,0,0,0,0,173,81,108,81,84,53,38,32,86,153,246,469,1941,5319,11928,18741,29463,30585,15785,3427,219,130,26,0,-117,-121,-98,0,90,190,11,0,0,0,0,0,0,0,0
02/12/2019 00:00:00,15,HZSFFL0447杭州万糖汇,"eNodeB名称=HZSFFL0447杭州万糖汇, 本地小区标识=2, 小区名称=HZSFFL0447杭州万糖汇_21, eNodeB标识=792460, 小区双工模式=CELL_FDD, 小区标识=21",147,5,,1369,6996,0,9,2,0,7,0,783,727,297,0,0,0,0,0,0,42,26,13,12,10,3,6,14,9,25,38,55,67,98,73,104,155,168,100,130,22,8,3,0,-119,-121,-103,32,2,0,0,0,0,0,0,0,0,0,0
02/12/2019 00:00:00,15,HZFL1987杭州太子湾公园大风车,"eNodeB名称=HZFL1987杭州太子湾公园大风车, 本地小区标识=2, 小区名称=HZFL1987杭州太子湾公园大风车_21, eNodeB标识=793402, 小区双工模式=CELL_FDD, 小区标识=21",0,0,,65,9130,0,0,0,0,0,0,2050,624,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,4,7,15,20,30,323,413,35,49,61,57,0,0,-119,-121,-109,0,32,3,0,0,0,0,0,0,0,0,0
02/12/2019 00:00:00,15,HZSFFL1069杭州国贸大厦,"eNodeB名称=HZSFFL1069杭州国贸大厦, 本地小区标识=1, 小区名称=HZSFFL1069杭州国贸大厦_11, eNodeB标识=797080, 小区双工模式=CELL_FDD, 小区标识=11",416,16,,8338,76553,0,17,3,0,4,0,6992,3379,2518,0,0,0,0,0,0,234,54,50,24,20,10,21,24,29,64,112,108,110,126,308,2719,3617,1345,2408,1840,77,18,2,0,-119,-120,-99,15,17,0,0,0,0,0,0,0,0,0,0
02/12/2019 00:00:00,15,HZFL0846杭州九堡朝阳工业园区,"eNodeB名称=HZFL0846杭州九堡朝阳工业园区, 本地小区标识=3, 小区名称=HZFL0846杭州九堡朝阳工业园区_31, eNodeB标识=791377, 小区双工模式=CELL_FDD, 小区标识=31",115,284,,17194,426748,0,331,136,141,28,128,85065,92581,102090,0,0,0,0,0,0,470,192,228,143,95,69,76,127,257,431,818,1495,1665,1274,1280,2651,7165,16609,8135,2940,305,29,5,0,-116,-120,-98,0,4,259,41,13,20,0,0,0,0,0,0
02/12/2019 00:00:00,15,HZSFFL0793杭州警备区司令部,"eNodeB名称=HZSFFL0793杭州警备区司令部, 本地小区标识=1, 小区名称=HZSFFL0793杭州警备区司令部_11, eNodeB标识=793793, 小区双工模式=CELL_FDD, 小区标识=11",0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-119,-120,-112,0,0,0,0,0,0,0,0,0,0,0,0
02/12/2019 00:00:00,15,HZFL2122余杭中泰中桥,"eNodeB名称=HZFL2122余杭中泰中桥, 本地小区标识=2, 小区名称=HZFL2122余杭中泰中桥_21, eNodeB标识=794545, 小区双工模式=CELL_FDD, 小区标识=21",631,32,,9151,178157,0,278,62,101,32,77,38143,42349,44081,0,0,0,0,0,0,442,120,64,32,16,16,31,63,146,202,253,337,690,1154,1748,3795,8995,11804,2822,1578,193,37,7,1,-118,-120,-94,0,0,58,132,17,1,0,0,0,0,0,0
