历史性能_NB覆盖等级-sjl_20190222094808,,,,,,,,,,,,,,,
测量类型:,[NB-IoT]覆盖等级 ,,,,,,,,,,,,,,
查询时间:,2019-02-21 00:00:00 - 2019-02-22 00:00:00,,,,,,,,,,,,,,
制表人:,xironghai,,,,,,,,,,,,,,
制表时间:,2019/2/22 9:48,,,,,,,,,,,,,,
序号,开始时间,结束时间,查询粒度,子网,子网名称,网元,网元名称,eNodeB,eNodeB名称,小区,小区名称,覆盖等级,请求,成功,用户数
97,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625644,本溪本溪县清河城625644FDD-ZLH(625644),625644,本溪本溪县清河城625644FDD-ZLH(625644),79,本溪本溪县清河城625644FDDN-ZLH-3(79),0,0,0,0
98,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625644,本溪本溪县清河城625644FDD-ZLH(625644),625644,本溪本溪县清河城625644FDD-ZLH(625644),77,本溪本溪县清河城625644FDDN-ZLH-1(77),2,0,0,0
99,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625644,本溪本溪县清河城625644FDD-ZLH(625644),625644,本溪本溪县清河城625644FDD-ZLH(625644),77,本溪本溪县清河城625644FDDN-ZLH-1(77),1,0,0,0
100,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625644,本溪本溪县清河城625644FDD-ZLH(625644),625644,本溪本溪县清河城625644FDD-ZLH(625644),77,本溪本溪县清河城625644FDDN-ZLH-1(77),0,0,0,0
101,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625648,本溪桓仁县菜窝堡625648FDD-ZLH(625648),625648,本溪桓仁县菜窝堡625648FDD-ZLH(625648),78,本溪桓仁县菜窝堡625648FDDN-ZLH-2(78),2,0,0,0
102,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625648,本溪桓仁县菜窝堡625648FDD-ZLH(625648),625648,本溪桓仁县菜窝堡625648FDD-ZLH(625648),78,本溪桓仁县菜窝堡625648FDDN-ZLH-2(78),1,0,0,0
103,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625648,本溪桓仁县菜窝堡625648FDD-ZLH(625648),625648,本溪桓仁县菜窝堡625648FDD-ZLH(625648),78,本溪桓仁县菜窝堡625648FDDN-ZLH-2(78),0,0,0,0
104,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625648,本溪桓仁县菜窝堡625648FDD-ZLH(625648),625648,本溪桓仁县菜窝堡625648FDD-ZLH(625648),79,本溪桓仁县菜窝堡625648FDDN-ZLH-3(79),2,0,0,0
105,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625648,本溪桓仁县菜窝堡625648FDD-ZLH(625648),625648,本溪桓仁县菜窝堡625648FDD-ZLH(625648),79,本溪桓仁县菜窝堡625648FDDN-ZLH-3(79),1,0,0,0
106,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625648,本溪桓仁县菜窝堡625648FDD-ZLH(625648),625648,本溪桓仁县菜窝堡625648FDD-ZLH(625648),79,本溪桓仁县菜窝堡625648FDDN-ZLH-3(79),0,0,0,0
107,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625648,本溪桓仁县菜窝堡625648FDD-ZLH(625648),625648,本溪桓仁县菜窝堡625648FDD-ZLH(625648),77,本溪桓仁县菜窝堡625648FDDN-ZLH-1(77),2,0,0,0
108,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625648,本溪桓仁县菜窝堡625648FDD-ZLH(625648),625648,本溪桓仁县菜窝堡625648FDD-ZLH(625648),77,本溪桓仁县菜窝堡625648FDDN-ZLH-1(77),1,0,0,0
109,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625648,本溪桓仁县菜窝堡625648FDD-ZLH(625648),625648,本溪桓仁县菜窝堡625648FDD-ZLH(625648),77,本溪桓仁县菜窝堡625648FDDN-ZLH-1(77),0,0,0,0
110,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625638,本溪本溪县草河口镇内625638FDD-ZLH(625638),625638,本溪本溪县草河口镇内625638FDD-ZLH(625638),78,本溪本溪县草河口镇内625638FDDN-ZLH-2(78),2,0,0,0
111,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625638,本溪本溪县草河口镇内625638FDD-ZLH(625638),625638,本溪本溪县草河口镇内625638FDD-ZLH(625638),78,本溪本溪县草河口镇内625638FDDN-ZLH-2(78),1,0,0,0
112,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625638,本溪本溪县草河口镇内625638FDD-ZLH(625638),625638,本溪本溪县草河口镇内625638FDD-ZLH(625638),78,本溪本溪县草河口镇内625638FDDN-ZLH-2(78),0,0,0,0
113,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625638,本溪本溪县草河口镇内625638FDD-ZLH(625638),625638,本溪本溪县草河口镇内625638FDD-ZLH(625638),79,本溪本溪县草河口镇内625638FDDN-ZLH-3(79),2,0,0,0
114,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625638,本溪本溪县草河口镇内625638FDD-ZLH(625638),625638,本溪本溪县草河口镇内625638FDD-ZLH(625638),79,本溪本溪县草河口镇内625638FDDN-ZLH-3(79),1,0,0,0
115,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625638,本溪本溪县草河口镇内625638FDD-ZLH(625638),625638,本溪本溪县草河口镇内625638FDD-ZLH(625638),79,本溪本溪县草河口镇内625638FDDN-ZLH-3(79),0,0,0,0
116,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625638,本溪本溪县草河口镇内625638FDD-ZLH(625638),625638,本溪本溪县草河口镇内625638FDD-ZLH(625638),77,本溪本溪县草河口镇内625638FDDN-ZLH-1(77),2,0,0,0
117,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625638,本溪本溪县草河口镇内625638FDD-ZLH(625638),625638,本溪本溪县草河口镇内625638FDD-ZLH(625638),77,本溪本溪县草河口镇内625638FDDN-ZLH-1(77),1,0,0,0
118,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625638,本溪本溪县草河口镇内625638FDD-ZLH(625638),625638,本溪本溪县草河口镇内625638FDD-ZLH(625638),77,本溪本溪县草河口镇内625638FDDN-ZLH-1(77),0,0,0,0
119,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625611,本溪本溪县高官625611FDD-ZLH(625611),625611,本溪本溪县高官625611FDD-ZLH(625611),7,本溪本溪县高官625611FDDN-ZLH-1(7),2,0,0,0
120,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625611,本溪本溪县高官625611FDD-ZLH(625611),625611,本溪本溪县高官625611FDD-ZLH(625611),7,本溪本溪县高官625611FDDN-ZLH-1(7),1,0,0,0
121,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625611,本溪本溪县高官625611FDD-ZLH(625611),625611,本溪本溪县高官625611FDD-ZLH(625611),7,本溪本溪县高官625611FDDN-ZLH-1(7),0,0,0,0
122,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625611,本溪本溪县高官625611FDD-ZLH(625611),625611,本溪本溪县高官625611FDD-ZLH(625611),9,本溪本溪县高官625611FDDN-ZLH-3(9),2,0,0,0
123,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625611,本溪本溪县高官625611FDD-ZLH(625611),625611,本溪本溪县高官625611FDD-ZLH(625611),9,本溪本溪县高官625611FDDN-ZLH-3(9),1,0,0,0
124,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625611,本溪本溪县高官625611FDD-ZLH(625611),625611,本溪本溪县高官625611FDD-ZLH(625611),9,本溪本溪县高官625611FDDN-ZLH-3(9),0,0,0,0
125,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625611,本溪本溪县高官625611FDD-ZLH(625611),625611,本溪本溪县高官625611FDD-ZLH(625611),8,本溪本溪县高官625611FDDN-ZLH-2(8),2,0,0,0
126,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625611,本溪本溪县高官625611FDD-ZLH(625611),625611,本溪本溪县高官625611FDD-ZLH(625611),8,本溪本溪县高官625611FDDN-ZLH-2(8),1,0,0,0
127,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625611,本溪本溪县高官625611FDD-ZLH(625611),625611,本溪本溪县高官625611FDD-ZLH(625611),8,本溪本溪县高官625611FDDN-ZLH-2(8),0,0,0,0
128,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625652,本溪桓仁县普乐堡后山625652FDD-ZLH(625652),625652,本溪桓仁县普乐堡后山625652FDD-ZLH(625652),78,本溪桓仁县普乐堡后山625652FDDN-ZLH-2(78),2,0,0,0
129,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625652,本溪桓仁县普乐堡后山625652FDD-ZLH(625652),625652,本溪桓仁县普乐堡后山625652FDD-ZLH(625652),78,本溪桓仁县普乐堡后山625652FDDN-ZLH-2(78),1,0,0,0
130,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625652,本溪桓仁县普乐堡后山625652FDD-ZLH(625652),625652,本溪桓仁县普乐堡后山625652FDD-ZLH(625652),78,本溪桓仁县普乐堡后山625652FDDN-ZLH-2(78),0,0,0,0
131,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625652,本溪桓仁县普乐堡后山625652FDD-ZLH(625652),625652,本溪桓仁县普乐堡后山625652FDD-ZLH(625652),79,本溪桓仁县普乐堡后山625652FDDN-ZLH-3(79),2,0,0,0
132,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625652,本溪桓仁县普乐堡后山625652FDD-ZLH(625652),625652,本溪桓仁县普乐堡后山625652FDD-ZLH(625652),79,本溪桓仁县普乐堡后山625652FDDN-ZLH-3(79),1,0,0,0
133,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625652,本溪桓仁县普乐堡后山625652FDD-ZLH(625652),625652,本溪桓仁县普乐堡后山625652FDD-ZLH(625652),79,本溪桓仁县普乐堡后山625652FDDN-ZLH-3(79),0,0,0,0
134,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625652,本溪桓仁县普乐堡后山625652FDD-ZLH(625652),625652,本溪桓仁县普乐堡后山625652FDD-ZLH(625652),77,本溪桓仁县普乐堡后山625652FDDN-ZLH-1(77),2,0,0,0
135,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625652,本溪桓仁县普乐堡后山625652FDD-ZLH(625652),625652,本溪桓仁县普乐堡后山625652FDD-ZLH(625652),77,本溪桓仁县普乐堡后山625652FDDN-ZLH-1(77),1,0,0,0
136,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625652,本溪桓仁县普乐堡后山625652FDD-ZLH(625652),625652,本溪桓仁县普乐堡后山625652FDD-ZLH(625652),77,本溪桓仁县普乐堡后山625652FDDN-ZLH-1(77),0,0,0,0
137,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625657,本溪桓仁县四道岭625657FDD-ZLH(625657),625657,本溪桓仁县四道岭625657FDD-ZLH(625657),78,本溪桓仁县四道岭625657FDDN-ZLH-2(78),2,0,0,0
138,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625657,本溪桓仁县四道岭625657FDD-ZLH(625657),625657,本溪桓仁县四道岭625657FDD-ZLH(625657),78,本溪桓仁县四道岭625657FDDN-ZLH-2(78),1,0,0,0
139,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625657,本溪桓仁县四道岭625657FDD-ZLH(625657),625657,本溪桓仁县四道岭625657FDD-ZLH(625657),78,本溪桓仁县四道岭625657FDDN-ZLH-2(78),0,0,0,0
140,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625657,本溪桓仁县四道岭625657FDD-ZLH(625657),625657,本溪桓仁县四道岭625657FDD-ZLH(625657),79,本溪桓仁县四道岭625657FDDN-ZLH-3(79),2,0,0,0
141,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625657,本溪桓仁县四道岭625657FDD-ZLH(625657),625657,本溪桓仁县四道岭625657FDD-ZLH(625657),79,本溪桓仁县四道岭625657FDDN-ZLH-3(79),1,0,0,0
142,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625657,本溪桓仁县四道岭625657FDD-ZLH(625657),625657,本溪桓仁县四道岭625657FDD-ZLH(625657),79,本溪桓仁县四道岭625657FDDN-ZLH-3(79),0,0,0,0
143,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625657,本溪桓仁县四道岭625657FDD-ZLH(625657),625657,本溪桓仁县四道岭625657FDD-ZLH(625657),77,本溪桓仁县四道岭625657FDDN-ZLH-1(77),2,0,0,0
144,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625657,本溪桓仁县四道岭625657FDD-ZLH(625657),625657,本溪桓仁县四道岭625657FDD-ZLH(625657),77,本溪桓仁县四道岭625657FDDN-ZLH-1(77),1,0,0,0
145,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625657,本溪桓仁县四道岭625657FDD-ZLH(625657),625657,本溪桓仁县四道岭625657FDD-ZLH(625657),77,本溪桓仁县四道岭625657FDDN-ZLH-1(77),0,0,0,0
146,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625660,本溪桓仁县侯家堡625660FDD-ZLH(625660),625660,本溪桓仁县侯家堡625660FDD-ZLH(625660),78,本溪桓仁县侯家堡625660FDDN-ZLH-2(78),2,0,0,0
147,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625660,本溪桓仁县侯家堡625660FDD-ZLH(625660),625660,本溪桓仁县侯家堡625660FDD-ZLH(625660),78,本溪桓仁县侯家堡625660FDDN-ZLH-2(78),1,0,0,0
148,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625660,本溪桓仁县侯家堡625660FDD-ZLH(625660),625660,本溪桓仁县侯家堡625660FDD-ZLH(625660),78,本溪桓仁县侯家堡625660FDDN-ZLH-2(78),0,0,0,0
149,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625660,本溪桓仁县侯家堡625660FDD-ZLH(625660),625660,本溪桓仁县侯家堡625660FDD-ZLH(625660),79,本溪桓仁县侯家堡625660FDDN-ZLH-3(79),2,0,0,0
150,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625660,本溪桓仁县侯家堡625660FDD-ZLH(625660),625660,本溪桓仁县侯家堡625660FDD-ZLH(625660),79,本溪桓仁县侯家堡625660FDDN-ZLH-3(79),1,0,0,0
151,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625660,本溪桓仁县侯家堡625660FDD-ZLH(625660),625660,本溪桓仁县侯家堡625660FDD-ZLH(625660),79,本溪桓仁县侯家堡625660FDDN-ZLH-3(79),0,0,0,0
152,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625660,本溪桓仁县侯家堡625660FDD-ZLH(625660),625660,本溪桓仁县侯家堡625660FDD-ZLH(625660),77,本溪桓仁县侯家堡625660FDDN-ZLH-1(77),2,0,0,0
153,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625660,本溪桓仁县侯家堡625660FDD-ZLH(625660),625660,本溪桓仁县侯家堡625660FDD-ZLH(625660),77,本溪桓仁县侯家堡625660FDDN-ZLH-1(77),1,0,0,0
154,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625660,本溪桓仁县侯家堡625660FDD-ZLH(625660),625660,本溪桓仁县侯家堡625660FDD-ZLH(625660),77,本溪桓仁县侯家堡625660FDDN-ZLH-1(77),0,0,0,0
155,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625650,本溪桓仁县铧尖子625650FDD-ZLH(625650),625650,本溪桓仁县铧尖子625650FDD-ZLH(625650),78,本溪桓仁县铧尖子625650FDDN-ZLH-2(78),2,0,0,0
156,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625650,本溪桓仁县铧尖子625650FDD-ZLH(625650),625650,本溪桓仁县铧尖子625650FDD-ZLH(625650),78,本溪桓仁县铧尖子625650FDDN-ZLH-2(78),1,0,0,0
157,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625650,本溪桓仁县铧尖子625650FDD-ZLH(625650),625650,本溪桓仁县铧尖子625650FDD-ZLH(625650),78,本溪桓仁县铧尖子625650FDDN-ZLH-2(78),0,0,0,0
158,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625650,本溪桓仁县铧尖子625650FDD-ZLH(625650),625650,本溪桓仁县铧尖子625650FDD-ZLH(625650),79,本溪桓仁县铧尖子625650FDDN-ZLH-3(79),2,0,0,0
159,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625650,本溪桓仁县铧尖子625650FDD-ZLH(625650),625650,本溪桓仁县铧尖子625650FDD-ZLH(625650),79,本溪桓仁县铧尖子625650FDDN-ZLH-3(79),1,0,0,0
160,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625650,本溪桓仁县铧尖子625650FDD-ZLH(625650),625650,本溪桓仁县铧尖子625650FDD-ZLH(625650),79,本溪桓仁县铧尖子625650FDDN-ZLH-3(79),0,0,0,0
161,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625650,本溪桓仁县铧尖子625650FDD-ZLH(625650),625650,本溪桓仁县铧尖子625650FDD-ZLH(625650),77,本溪桓仁县铧尖子625650FDDN-ZLH-1(77),2,0,0,0
162,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625650,本溪桓仁县铧尖子625650FDD-ZLH(625650),625650,本溪桓仁县铧尖子625650FDD-ZLH(625650),77,本溪桓仁县铧尖子625650FDDN-ZLH-1(77),1,0,0,0
163,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625650,本溪桓仁县铧尖子625650FDD-ZLH(625650),625650,本溪桓仁县铧尖子625650FDD-ZLH(625650),77,本溪桓仁县铧尖子625650FDDN-ZLH-1(77),0,0,0,0
164,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625636,本溪南芬区思山岭625636FDD-ZLH(625636),625636,本溪南芬区思山岭625636FDD-ZLH(625636),78,本溪南芬区思山岭625636FDDN-ZLH-2(78),2,0,0,0
165,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625636,本溪南芬区思山岭625636FDD-ZLH(625636),625636,本溪南芬区思山岭625636FDD-ZLH(625636),78,本溪南芬区思山岭625636FDDN-ZLH-2(78),1,0,0,0
166,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625636,本溪南芬区思山岭625636FDD-ZLH(625636),625636,本溪南芬区思山岭625636FDD-ZLH(625636),78,本溪南芬区思山岭625636FDDN-ZLH-2(78),0,0,0,0
167,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625636,本溪南芬区思山岭625636FDD-ZLH(625636),625636,本溪南芬区思山岭625636FDD-ZLH(625636),79,本溪南芬区思山岭625636FDDN-ZLH-3(79),2,0,0,0
168,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625636,本溪南芬区思山岭625636FDD-ZLH(625636),625636,本溪南芬区思山岭625636FDD-ZLH(625636),79,本溪南芬区思山岭625636FDDN-ZLH-3(79),1,0,0,0
169,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625636,本溪南芬区思山岭625636FDD-ZLH(625636),625636,本溪南芬区思山岭625636FDD-ZLH(625636),79,本溪南芬区思山岭625636FDDN-ZLH-3(79),0,0,0,0
170,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625636,本溪南芬区思山岭625636FDD-ZLH(625636),625636,本溪南芬区思山岭625636FDD-ZLH(625636),77,本溪南芬区思山岭625636FDDN-ZLH-1(77),2,0,0,0
171,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625636,本溪南芬区思山岭625636FDD-ZLH(625636),625636,本溪南芬区思山岭625636FDD-ZLH(625636),77,本溪南芬区思山岭625636FDDN-ZLH-1(77),1,0,0,0
172,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625636,本溪南芬区思山岭625636FDD-ZLH(625636),625636,本溪南芬区思山岭625636FDD-ZLH(625636),77,本溪南芬区思山岭625636FDDN-ZLH-1(77),0,0,0,0
173,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625643,本溪本溪县观音阁水库625643FDD-ZLH(625643),625643,本溪本溪县观音阁水库625643FDD-ZLH(625643),78,本溪本溪县观音阁水库625643FDDN-ZLH-2(78),2,0,0,0
174,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625643,本溪本溪县观音阁水库625643FDD-ZLH(625643),625643,本溪本溪县观音阁水库625643FDD-ZLH(625643),78,本溪本溪县观音阁水库625643FDDN-ZLH-2(78),1,0,0,0
175,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625643,本溪本溪县观音阁水库625643FDD-ZLH(625643),625643,本溪本溪县观音阁水库625643FDD-ZLH(625643),78,本溪本溪县观音阁水库625643FDDN-ZLH-2(78),0,0,0,0
176,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625643,本溪本溪县观音阁水库625643FDD-ZLH(625643),625643,本溪本溪县观音阁水库625643FDD-ZLH(625643),79,本溪本溪县观音阁水库625643FDDN-ZLH-3(79),2,0,0,0
177,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625643,本溪本溪县观音阁水库625643FDD-ZLH(625643),625643,本溪本溪县观音阁水库625643FDD-ZLH(625643),79,本溪本溪县观音阁水库625643FDDN-ZLH-3(79),1,0,0,0
178,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625643,本溪本溪县观音阁水库625643FDD-ZLH(625643),625643,本溪本溪县观音阁水库625643FDD-ZLH(625643),79,本溪本溪县观音阁水库625643FDDN-ZLH-3(79),0,0,0,0
179,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625643,本溪本溪县观音阁水库625643FDD-ZLH(625643),625643,本溪本溪县观音阁水库625643FDD-ZLH(625643),77,本溪本溪县观音阁水库625643FDDN-ZLH-1(77),2,0,0,0
180,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625643,本溪本溪县观音阁水库625643FDD-ZLH(625643),625643,本溪本溪县观音阁水库625643FDD-ZLH(625643),77,本溪本溪县观音阁水库625643FDDN-ZLH-1(77),1,0,0,0
181,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625643,本溪本溪县观音阁水库625643FDD-ZLH(625643),625643,本溪本溪县观音阁水库625643FDD-ZLH(625643),77,本溪本溪县观音阁水库625643FDDN-ZLH-1(77),0,0,0,0
182,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625655,本溪桓仁县业主沟625655FDD-ZLH(625655),625655,本溪桓仁县业主沟625655FDD-ZLH(625655),78,本溪桓仁县业主沟625655FDDN-ZLH-2(78),2,0,0,0
183,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625655,本溪桓仁县业主沟625655FDD-ZLH(625655),625655,本溪桓仁县业主沟625655FDD-ZLH(625655),78,本溪桓仁县业主沟625655FDDN-ZLH-2(78),1,0,0,0
184,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625655,本溪桓仁县业主沟625655FDD-ZLH(625655),625655,本溪桓仁县业主沟625655FDD-ZLH(625655),78,本溪桓仁县业主沟625655FDDN-ZLH-2(78),0,0,0,0
185,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625655,本溪桓仁县业主沟625655FDD-ZLH(625655),625655,本溪桓仁县业主沟625655FDD-ZLH(625655),79,本溪桓仁县业主沟625655FDDN-ZLH-3(79),2,0,0,0
186,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625655,本溪桓仁县业主沟625655FDD-ZLH(625655),625655,本溪桓仁县业主沟625655FDD-ZLH(625655),79,本溪桓仁县业主沟625655FDDN-ZLH-3(79),1,0,0,0
187,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625655,本溪桓仁县业主沟625655FDD-ZLH(625655),625655,本溪桓仁县业主沟625655FDD-ZLH(625655),79,本溪桓仁县业主沟625655FDDN-ZLH-3(79),0,0,0,0
188,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625655,本溪桓仁县业主沟625655FDD-ZLH(625655),625655,本溪桓仁县业主沟625655FDD-ZLH(625655),77,本溪桓仁县业主沟625655FDDN-ZLH-1(77),2,0,0,0
189,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625655,本溪桓仁县业主沟625655FDD-ZLH(625655),625655,本溪桓仁县业主沟625655FDD-ZLH(625655),77,本溪桓仁县业主沟625655FDDN-ZLH-1(77),1,0,0,0
190,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625655,本溪桓仁县业主沟625655FDD-ZLH(625655),625655,本溪桓仁县业主沟625655FDD-ZLH(625655),77,本溪桓仁县业主沟625655FDDN-ZLH-1(77),0,0,0,0
191,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625659,本溪桓仁县干沟625659FDD-ZLH(625659),625659,本溪桓仁县干沟625659FDD-ZLH(625659),78,本溪桓仁县干沟625659FDDN-ZLH-2(78),2,0,0,0
192,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625659,本溪桓仁县干沟625659FDD-ZLH(625659),625659,本溪桓仁县干沟625659FDD-ZLH(625659),78,本溪桓仁县干沟625659FDDN-ZLH-2(78),1,0,0,0
193,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625659,本溪桓仁县干沟625659FDD-ZLH(625659),625659,本溪桓仁县干沟625659FDD-ZLH(625659),78,本溪桓仁县干沟625659FDDN-ZLH-2(78),0,0,0,0
194,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625659,本溪桓仁县干沟625659FDD-ZLH(625659),625659,本溪桓仁县干沟625659FDD-ZLH(625659),79,本溪桓仁县干沟625659FDDN-ZLH-3(79),2,0,0,0
195,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625659,本溪桓仁县干沟625659FDD-ZLH(625659),625659,本溪桓仁县干沟625659FDD-ZLH(625659),79,本溪桓仁县干沟625659FDDN-ZLH-3(79),1,0,0,0
196,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625659,本溪桓仁县干沟625659FDD-ZLH(625659),625659,本溪桓仁县干沟625659FDD-ZLH(625659),79,本溪桓仁县干沟625659FDDN-ZLH-3(79),0,0,0,0
197,2019/2/21 0:00,2019/2/22 0:00,1天,112,本溪GNF(112),625659,本溪桓仁县干沟625659FDD-ZLH(625659),625659,本溪桓仁县干沟625659FDD-ZLH(625659),77,本溪桓仁县干沟625659FDDN-ZLH-1(77),2,0,0,0
